,TRBV7-2*04,TRBV29_OR9-2*02,TRBV20-1*06,TRBV7-9*02,TRBV24-1*01,TRBV12-4*02,TRBV7-6*02,TRBV20-1*03,TRBV29-1*01,TRBV4-1*02,TRBV19*01,TRBV10-3*01,TRBV6-6*04,TRBV6-8*01,TRBV7-3*02,TRBV12-3*01,TRBV7-9*01,TRBV17*01,TRBV14*01,TRBV20-1*01,TRBV4-3*02,TRBV5-4*01,TRBV5-1*01,TRBV30*05,TRBV25-1*01,TRBV11-2*01,TRBV5-4*03,TRBV5-1*02,TRBV5-5*02,TRBV6-7*01,TRBV7-7*01,TRBV4-3*01,TRBV5-3*02,TRBV20-1*05,TRBV13*01,TRBV2*01,TRBV21_OR9-2*01,TRBV2*02,TRBV30*04,TRBV30*02,TRBV7-3*05,TRBV20_OR9-2*02,TRBV6-2*01,TRBV7-2*03,TRBV6-6*01,TRBV11-3*04,TRBV6-4*02,TRBV10-2*02,TRBV19*02,TRBV7-9*04,TRBV29-1*02,TRBV11-2*02,TRBV18*01,TRBV20_OR9-2*01,TRBV15*01,TRBV11-3*02,TRBV7-9*07,TRBV5-5*03,TRBV10-2*01,TRBV3-1*02,TRBV11-2*03,TRBV9*01,TRBV7-7*02,TRBV12-4*01,TRBV6-1*01,TRBV6-3*01,TRBV4-1*01,TRBV6-5*01,TRBV10-1*01,TRBV6-4*01,TRBV9*03,TRBV7-8*01,TRBV28*01,TRBV7-3*04,TRBV7-9*03,TRBV7-3*03,TRBV24_OR9-2*01,TRBV16*01,TRBV10-1*02,TRBV7-3*01,TRBV7-2*01,TRBV2*03,TRBV17*02,TRBV7-9*06,TRBV15*02,TRBV19*03,TRBV5-3*01,TRBV20-1*02,TRBV5-5*01,TRBV11-1*01,TRBV27*01,TRBV14*02,TRBV20-1*04,TRBV30*01,TRBV6-6*02,TRBV6-6*03,TRBV5-7*01,TRBV7-6*01,TRBV5-6*01*CDR1,TRBV12-5*01,TRBV13*02,TRBV4-3*03,TRBV7-2*02,TRBV23-1*01,TRBV20_OR9-2*03,TRBV4-2*02,TRBV7-4*01,TRBV6-9*01,TRBV29-1*03,TRBV5-4*02,TRBV5-8*02,TRBV7-9*05,TRBV20-1*07,TRBV6-6*05,TRBV11-3*01,TRBV24-1*02,TRBV29_OR9-2*01,TRBV5-8*01,TRBV4-2*01,TRBV4-3*04,TRBV10-3*02,TRBV11-3*03,TRBV7-8*02,TRBV15*03,TRBV9*02,TRBV3-1*01,TRBV5-4*04,TRBV7-1*01
TRBV4-3*01,0.47523000000000004,0.47538,0.5608,0.40346000000000004,0.6900200000000001,0.40681999999999996,0.47531,0.5608,0.47538,0.0,0.17903999999999998,0.6900200000000001,0.21097999999999995,0.27135,0.38578999999999997,0.40681999999999996,0.40346000000000004,0.47531,0.37277000000000005,0.5608,0.0,0.44150999999999996,0.5412600000000001,0.63125,0.14664,0.38734,0.44150999999999996,0.5412600000000001,0.44150999999999996,0.16737000000000002,0.47531,0.0,0.44838,0.5608,0.51378,0.39332,0.51908,0.39332,0.63125,0.63125,0.38578999999999997,0.56082,0.23006000000000004,0.47523000000000004,0.21097999999999995,0.38734,0.07028000000000001,0.6900200000000001,0.17903999999999998,0.40346000000000004,0.47538,0.38734,0.47531,0.5608,0.47523000000000004,0.38734,0.40346000000000004,0.44150999999999996,0.6900200000000001,0.5212399999999999,0.38734,0.45955999999999997,0.47531,0.40681999999999996,0.17095000000000005,0.23006000000000004,0.0,0.16737000000000002,0.6900200000000001,0.07028000000000001,0.45955999999999997,0.3819,0.053100000000000036,0.38578999999999997,0.40346000000000004,0.38578999999999997,0.6900200000000001,0.51915,0.6900200000000001,0.38578999999999997,0.47523000000000004,0.39332,0.47531,0.40346000000000004,0.47546,0.17903999999999998,0.44838,0.5608,0.44150999999999996,0.38734,0.23714999999999997,0.37277000000000005,0.5608,0.63125,0.21097999999999995,0.21097999999999995,0.44160999999999995,0.47531,0.43644000000000005,0.40681999999999996,0.51378,0.0,0.47523000000000004,0.51915,0.56082,0.0,0.47531,0.16737000000000002,0.47448999999999997,0.44150999999999996,0.47441,0.40346000000000004,0.5608,0.21097999999999995,0.38734,0.6900200000000001,0.47538,0.47441,0.0,0.0,0.6900200000000001,0.38734,0.3819,0.47546,0.51674,0.5212399999999999,0.44150999999999996,0.47531
TRBV5-3*02,0.42752,0.42759,0.69519,0.5301400000000001,0.68302,0.34853,0.42747999999999997,0.69519,0.42759,0.44828,0.46628000000000003,0.68302,0.45462,0.5609,0.46479000000000004,0.34853,0.5301400000000001,0.42747999999999997,0.39609000000000005,0.69519,0.44838,0.39810999999999996,0.51726,0.5815600000000001,0.41864999999999997,0.40795000000000003,0.39810999999999996,0.51726,0.39810999999999996,0.49811000000000005,0.42747999999999997,0.44838,0.0,0.69519,0.34219,0.30067999999999995,0.64535,0.30067999999999995,0.5815600000000001,0.5815600000000001,0.46479000000000004,0.6952499999999999,0.49271,0.42752,0.45462,0.40795000000000003,0.44955,0.68302,0.46628000000000003,0.5301400000000001,0.42759,0.40795000000000003,0.42747999999999997,0.69519,0.42737,0.40795000000000003,0.5301400000000001,0.39810999999999996,0.68302,0.5426,0.40795000000000003,0.21794999999999998,0.42747999999999997,0.34853,0.5627800000000001,0.49271,0.44828,0.49811000000000005,0.68302,0.44955,0.21794999999999998,0.3529,0.41593,0.46479000000000004,0.5301400000000001,0.46479000000000004,0.68302,0.64542,0.68302,0.46479000000000004,0.42752,0.30067999999999995,0.42747999999999997,0.5301400000000001,0.42754000000000003,0.46628000000000003,0.0,0.69519,0.39810999999999996,0.40795000000000003,0.54145,0.39609000000000005,0.69519,0.5815600000000001,0.45462,0.45462,0.39796,0.42747999999999997,0.35624999999999996,0.34853,0.34219,0.44838,0.42752,0.64542,0.6952499999999999,0.44838,0.42747999999999997,0.49811000000000005,0.35599000000000003,0.39810999999999996,0.35589000000000004,0.5301400000000001,0.69519,0.45462,0.40795000000000003,0.68302,0.42759,0.35589000000000004,0.44838,0.44838,0.68302,0.40795000000000003,0.3529,0.42754000000000003,0.21299,0.5426,0.39810999999999996,0.42747999999999997
TRBV20-1*05,0.72618,0.72627,0.0,0.5206299999999999,0.61019,0.59473,0.72612,0.0,0.72627,0.56084,0.52961,0.61019,0.72418,0.67415,0.57536,0.59473,0.5206299999999999,0.72612,0.56391,0.0,0.5608,0.61191,0.69452,0.54085,0.70696,0.56794,0.61191,0.69452,0.61191,0.57073,0.72612,0.5608,0.69519,0.0,0.62964,0.6639999999999999,0.6928300000000001,0.6639999999999999,0.54085,0.54085,0.57536,0.0,0.57377,0.72618,0.72418,0.56794,0.5575600000000001,0.61019,0.52961,0.5206299999999999,0.72627,0.56794,0.72612,0.0,0.72601,0.56794,0.5206299999999999,0.61191,0.61019,0.5603899999999999,0.56794,0.6208400000000001,0.72612,0.59473,0.51353,0.57377,0.56084,0.57073,0.61019,0.5575600000000001,0.6208400000000001,0.5665899999999999,0.57648,0.57536,0.5206299999999999,0.57536,0.61019,0.69279,0.61019,0.57536,0.72618,0.6639999999999999,0.72612,0.5206299999999999,0.7262299999999999,0.52961,0.69519,0.0,0.61191,0.56794,0.61487,0.56391,0.0,0.54085,0.72418,0.72418,0.6119600000000001,0.72612,0.60355,0.59473,0.62964,0.5608,0.72618,0.69279,0.0,0.5608,0.72612,0.57073,0.60983,0.61191,0.6097699999999999,0.5206299999999999,0.0,0.72418,0.56794,0.61019,0.72627,0.6097699999999999,0.5608,0.5608,0.61019,0.56794,0.5665899999999999,0.7262299999999999,0.62027,0.5603899999999999,0.61191,0.72612
TRBV13*01,0.1854,0.18567,0.62964,0.45943999999999996,0.66971,0.20770999999999995,0.18537000000000003,0.62964,0.18567,0.51379,0.5802,0.66971,0.48541,0.5979099999999999,0.34251,0.20770999999999995,0.45943999999999996,0.18537000000000003,0.43306,0.62964,0.51378,0.21543,0.23195,0.71442,0.45921,0.37659,0.21543,0.23195,0.21543,0.5405800000000001,0.18537000000000003,0.51378,0.34219,0.62964,0.0,0.27976,0.35939,0.27976,0.71442,0.71442,0.34251,0.62965,0.56406,0.1854,0.48541,0.37659,0.55813,0.66971,0.5802,0.45943999999999996,0.18567,0.37659,0.18537000000000003,0.62964,0.18525000000000003,0.37659,0.45943999999999996,0.21543,0.66971,0.58307,0.37659,0.30347999999999997,0.18537000000000003,0.20770999999999995,0.63383,0.56406,0.51379,0.5405800000000001,0.66971,0.55813,0.30347999999999997,0.35241999999999996,0.49307,0.34251,0.45943999999999996,0.34251,0.66971,0.35949,0.66971,0.34251,0.1854,0.27976,0.18537000000000003,0.45943999999999996,0.18564000000000003,0.5802,0.34219,0.62964,0.21543,0.37659,0.52727,0.43306,0.62964,0.71442,0.48541,0.48541,0.21533000000000002,0.18537000000000003,0.19096999999999997,0.20770999999999995,0.0,0.51378,0.1854,0.35949,0.62965,0.51378,0.18537000000000003,0.5405800000000001,0.23936999999999997,0.21543,0.23941999999999997,0.45943999999999996,0.62964,0.48541,0.37659,0.66971,0.18567,0.23941999999999997,0.51378,0.51378,0.66971,0.37659,0.35241999999999996,0.18564000000000003,0.28157,0.58307,0.21543,0.18537000000000003
TRBV2*01,0.33896000000000004,0.33914,0.6639999999999999,0.4265,0.65116,0.23268,0.33892,0.6639999999999999,0.33914,0.39329000000000003,0.43805000000000005,0.65116,0.43818999999999997,0.49456,0.31650999999999996,0.23268,0.4265,0.33892,0.38271999999999995,0.6639999999999999,0.39332,0.33545,0.46373,0.62866,0.38248000000000004,0.28130999999999995,0.33545,0.46373,0.33545,0.42245,0.33892,0.39332,0.30067999999999995,0.6639999999999999,0.27976,0.0,0.49646999999999997,0.0,0.62866,0.62866,0.31650999999999996,0.66388,0.45133999999999996,0.33896000000000004,0.43818999999999997,0.28130999999999995,0.41501,0.65116,0.43805000000000005,0.4265,0.33914,0.28130999999999995,0.33892,0.6639999999999999,0.33892999999999995,0.28130999999999995,0.4265,0.33545,0.65116,0.37117999999999995,0.28130999999999995,0.35463,0.33892,0.23268,0.50502,0.45133999999999996,0.39329000000000003,0.42245,0.65116,0.41501,0.35463,0.23258,0.33211999999999997,0.31650999999999996,0.4265,0.31650999999999996,0.65116,0.49656,0.65116,0.31650999999999996,0.33896000000000004,0.0,0.33892,0.4265,0.33909999999999996,0.43805000000000005,0.30067999999999995,0.6639999999999999,0.33545,0.28130999999999995,0.48344,0.38271999999999995,0.6639999999999999,0.62866,0.43818999999999997,0.43818999999999997,0.33565,0.33892,0.32223,0.23268,0.27976,0.39332,0.33896000000000004,0.49656,0.66388,0.39332,0.33892,0.42245,0.32653,0.33545,0.32643,0.4265,0.6639999999999999,0.43818999999999997,0.28130999999999995,0.65116,0.33914,0.32643,0.39332,0.39332,0.65116,0.28130999999999995,0.23258,0.33909999999999996,0.35958999999999997,0.37117999999999995,0.33545,0.33892
TRBV21_OR9-2*01,0.41524000000000005,0.41525,0.6928300000000001,0.63202,0.68015,0.44043,0.41518,0.6928300000000001,0.41525,0.51912,0.61216,0.68015,0.47675999999999996,0.59999,0.52797,0.44043,0.63202,0.41518,0.41927000000000003,0.6928300000000001,0.51908,0.38763000000000003,0.38263,0.7559400000000001,0.46089,0.52947,0.38763000000000003,0.38263,0.38763000000000003,0.54291,0.41518,0.51908,0.64535,0.6928300000000001,0.35939,0.49646999999999997,0.0,0.49646999999999997,0.7559400000000001,0.7559400000000001,0.52797,0.69276,0.5498700000000001,0.41524000000000005,0.47675999999999996,0.52947,0.56606,0.68015,0.61216,0.63202,0.41525,0.52947,0.41518,0.6928300000000001,0.41500000000000004,0.52947,0.63202,0.38763000000000003,0.68015,0.6119399999999999,0.52947,0.51109,0.41518,0.44043,0.62747,0.5498700000000001,0.51912,0.54291,0.68015,0.56606,0.51109,0.53216,0.50326,0.52797,0.63202,0.52797,0.68015,0.0,0.68015,0.52797,0.41524000000000005,0.49646999999999997,0.41518,0.63202,0.41525999999999996,0.61216,0.64535,0.6928300000000001,0.38763000000000003,0.52947,0.48834,0.41927000000000003,0.6928300000000001,0.7559400000000001,0.47675999999999996,0.47675999999999996,0.38768,0.41518,0.44301,0.44043,0.35939,0.51908,0.41524000000000005,0.0,0.69276,0.51908,0.41518,0.54291,0.33862000000000003,0.38763000000000003,0.33869000000000005,0.63202,0.6928300000000001,0.47675999999999996,0.52947,0.68015,0.41525,0.33869000000000005,0.51908,0.51908,0.68015,0.52947,0.53216,0.41525999999999996,0.49793,0.6119399999999999,0.38763000000000003,0.41518
TRBV2*02,0.33896000000000004,0.33914,0.6639999999999999,0.4265,0.65116,0.23268,0.33892,0.6639999999999999,0.33914,0.39329000000000003,0.43805000000000005,0.65116,0.43818999999999997,0.49456,0.31650999999999996,0.23268,0.4265,0.33892,0.38271999999999995,0.6639999999999999,0.39332,0.33545,0.46373,0.62866,0.38248000000000004,0.28130999999999995,0.33545,0.46373,0.33545,0.42245,0.33892,0.39332,0.30067999999999995,0.6639999999999999,0.27976,0.0,0.49646999999999997,0.0,0.62866,0.62866,0.31650999999999996,0.66388,0.45133999999999996,0.33896000000000004,0.43818999999999997,0.28130999999999995,0.41501,0.65116,0.43805000000000005,0.4265,0.33914,0.28130999999999995,0.33892,0.6639999999999999,0.33892999999999995,0.28130999999999995,0.4265,0.33545,0.65116,0.37117999999999995,0.28130999999999995,0.35463,0.33892,0.23268,0.50502,0.45133999999999996,0.39329000000000003,0.42245,0.65116,0.41501,0.35463,0.23258,0.33211999999999997,0.31650999999999996,0.4265,0.31650999999999996,0.65116,0.49656,0.65116,0.31650999999999996,0.33896000000000004,0.0,0.33892,0.4265,0.33909999999999996,0.43805000000000005,0.30067999999999995,0.6639999999999999,0.33545,0.28130999999999995,0.48344,0.38271999999999995,0.6639999999999999,0.62866,0.43818999999999997,0.43818999999999997,0.33565,0.33892,0.32223,0.23268,0.27976,0.39332,0.33896000000000004,0.49656,0.66388,0.39332,0.33892,0.42245,0.32653,0.33545,0.32643,0.4265,0.6639999999999999,0.43818999999999997,0.28130999999999995,0.65116,0.33914,0.32643,0.39332,0.39332,0.65116,0.28130999999999995,0.23258,0.33909999999999996,0.35958999999999997,0.37117999999999995,0.33545,0.33892
TRBV30*04,0.7425999999999999,0.74263,0.54085,0.58433,0.6533599999999999,0.66435,0.74251,0.54085,0.74263,0.6312,0.53713,0.6533599999999999,0.70476,0.62271,0.69764,0.66435,0.58433,0.74251,0.64117,0.54085,0.63125,0.58517,0.79042,0.0,0.73596,0.6541399999999999,0.58517,0.79042,0.58517,0.63047,0.74251,0.63125,0.5815600000000001,0.54085,0.71442,0.62866,0.7559400000000001,0.62866,0.0,0.0,0.69764,0.54076,0.65385,0.7425999999999999,0.70476,0.6541399999999999,0.61744,0.6533599999999999,0.53713,0.58433,0.74263,0.6541399999999999,0.74251,0.54085,0.74254,0.6541399999999999,0.58433,0.58517,0.6533599999999999,0.61362,0.6541399999999999,0.6386700000000001,0.74251,0.66435,0.5601400000000001,0.65385,0.6312,0.63047,0.6533599999999999,0.61744,0.6386700000000001,0.62715,0.63522,0.69764,0.58433,0.69764,0.6533599999999999,0.75587,0.6533599999999999,0.69764,0.7425999999999999,0.62866,0.74251,0.58433,0.74259,0.53713,0.5815600000000001,0.54085,0.58517,0.6541399999999999,0.71692,0.64117,0.54085,0.0,0.70476,0.70476,0.58512,0.74251,0.63295,0.66435,0.71442,0.63125,0.7425999999999999,0.75587,0.54076,0.63125,0.74251,0.63047,0.65603,0.58517,0.6559699999999999,0.58433,0.54085,0.70476,0.6541399999999999,0.6533599999999999,0.74263,0.6559699999999999,0.63125,0.63125,0.6533599999999999,0.6541399999999999,0.62715,0.74259,0.63916,0.61362,0.58517,0.74251
TRBV30*02,0.7425999999999999,0.74263,0.54085,0.58433,0.6533599999999999,0.66435,0.74251,0.54085,0.74263,0.6312,0.53713,0.6533599999999999,0.70476,0.62271,0.69764,0.66435,0.58433,0.74251,0.64117,0.54085,0.63125,0.58517,0.79042,0.0,0.73596,0.6541399999999999,0.58517,0.79042,0.58517,0.63047,0.74251,0.63125,0.5815600000000001,0.54085,0.71442,0.62866,0.7559400000000001,0.62866,0.0,0.0,0.69764,0.54076,0.65385,0.7425999999999999,0.70476,0.6541399999999999,0.61744,0.6533599999999999,0.53713,0.58433,0.74263,0.6541399999999999,0.74251,0.54085,0.74254,0.6541399999999999,0.58433,0.58517,0.6533599999999999,0.61362,0.6541399999999999,0.6386700000000001,0.74251,0.66435,0.5601400000000001,0.65385,0.6312,0.63047,0.6533599999999999,0.61744,0.6386700000000001,0.62715,0.63522,0.69764,0.58433,0.69764,0.6533599999999999,0.75587,0.6533599999999999,0.69764,0.7425999999999999,0.62866,0.74251,0.58433,0.74259,0.53713,0.5815600000000001,0.54085,0.58517,0.6541399999999999,0.71692,0.64117,0.54085,0.0,0.70476,0.70476,0.58512,0.74251,0.63295,0.66435,0.71442,0.63125,0.7425999999999999,0.75587,0.54076,0.63125,0.74251,0.63047,0.65603,0.58517,0.6559699999999999,0.58433,0.54085,0.70476,0.6541399999999999,0.6533599999999999,0.74263,0.6559699999999999,0.63125,0.63125,0.6533599999999999,0.6541399999999999,0.62715,0.74259,0.63916,0.61362,0.58517,0.74251
TRBV7-3*05,0.26288999999999996,0.26305,0.57536,0.14042,0.6573100000000001,0.25751,0.26307,0.57536,0.26305,0.38575000000000004,0.48407,0.6573100000000001,0.40381999999999996,0.45816,0.0,0.25751,0.14042,0.26307,0.24933000000000005,0.57536,0.38578999999999997,0.4606,0.41281999999999996,0.69764,0.41478000000000004,0.10489000000000004,0.4606,0.41281999999999996,0.4606,0.38078999999999996,0.26307,0.38578999999999997,0.46479000000000004,0.57536,0.34251,0.31650999999999996,0.52797,0.31650999999999996,0.69764,0.69764,0.0,0.5753900000000001,0.38927,0.26288999999999996,0.40381999999999996,0.10489000000000004,0.37292000000000003,0.6573100000000001,0.48407,0.14042,0.26305,0.10489000000000004,0.26307,0.57536,0.26309000000000005,0.10489000000000004,0.14042,0.4606,0.6573100000000001,0.48412,0.10489000000000004,0.44628,0.26307,0.25751,0.46047000000000005,0.38927,0.38575000000000004,0.38078999999999996,0.6573100000000001,0.37292000000000003,0.44628,0.08338000000000001,0.36404000000000003,0.0,0.14042,0.0,0.6573100000000001,0.52807,0.6573100000000001,0.0,0.26288999999999996,0.31650999999999996,0.26307,0.14042,0.26303,0.48407,0.46479000000000004,0.57536,0.4606,0.10489000000000004,0.42294,0.24933000000000005,0.57536,0.69764,0.40381999999999996,0.40381999999999996,0.4607,0.26307,0.41325999999999996,0.25751,0.34251,0.38578999999999997,0.26288999999999996,0.52807,0.5753900000000001,0.38578999999999997,0.26307,0.38078999999999996,0.49248000000000003,0.4606,0.49238000000000004,0.14042,0.57536,0.40381999999999996,0.10489000000000004,0.6573100000000001,0.26305,0.49238000000000004,0.38578999999999997,0.38578999999999997,0.6573100000000001,0.10489000000000004,0.08338000000000001,0.26303,0.44831,0.48412,0.4606,0.26307
TRBV20_OR9-2*02,0.72616,0.72624,0.0,0.5206500000000001,0.6098,0.59476,0.7261,0.0,0.72624,0.56086,0.52959,0.6098,0.72403,0.67403,0.5753900000000001,0.59476,0.5206500000000001,0.7261,0.56395,0.0,0.56082,0.61192,0.69452,0.54076,0.70709,0.5680000000000001,0.61192,0.69452,0.61192,0.57071,0.7261,0.56082,0.6952499999999999,0.0,0.62965,0.66388,0.69276,0.66388,0.54076,0.54076,0.5753900000000001,0.0,0.57382,0.72616,0.72403,0.5680000000000001,0.5575600000000001,0.6098,0.52959,0.5206500000000001,0.72624,0.5680000000000001,0.7261,0.0,0.72599,0.5680000000000001,0.5206500000000001,0.61192,0.6098,0.56027,0.5680000000000001,0.62088,0.7261,0.59476,0.51354,0.57382,0.56086,0.57071,0.6098,0.5575600000000001,0.62088,0.56658,0.57648,0.5753900000000001,0.5206500000000001,0.5753900000000001,0.6098,0.69272,0.6098,0.5753900000000001,0.72616,0.66388,0.7261,0.5206500000000001,0.72621,0.52959,0.6952499999999999,0.0,0.61192,0.5680000000000001,0.61493,0.56395,0.0,0.54076,0.72403,0.72403,0.61197,0.7261,0.60361,0.59476,0.62965,0.56082,0.72616,0.69272,0.0,0.56082,0.7261,0.57071,0.60987,0.61192,0.60981,0.5206500000000001,0.0,0.72403,0.5680000000000001,0.6098,0.72624,0.60981,0.56082,0.56082,0.6098,0.5680000000000001,0.56658,0.72621,0.6203000000000001,0.56027,0.61192,0.7261
TRBV6-2*01,0.4648,0.46487999999999996,0.57377,0.43394,0.6697,0.44881000000000004,0.46486000000000005,0.57377,0.46487999999999996,0.23016999999999999,0.34392999999999996,0.6697,0.14756999999999998,0.21042000000000005,0.38927,0.44881000000000004,0.43394,0.46486000000000005,0.35065,0.57377,0.23006000000000004,0.48404,0.57674,0.65385,0.23312999999999995,0.3843,0.48404,0.57674,0.48404,0.09733000000000003,0.46486000000000005,0.23006000000000004,0.49271,0.57377,0.56406,0.45133999999999996,0.5498700000000001,0.45133999999999996,0.65385,0.65385,0.38927,0.57382,0.0,0.4648,0.14756999999999998,0.3843,0.14822000000000002,0.6697,0.34392999999999996,0.43394,0.46487999999999996,0.3843,0.46486000000000005,0.57377,0.46485,0.3843,0.43394,0.48404,0.6697,0.54512,0.3843,0.49888999999999994,0.46486000000000005,0.44881000000000004,0.15552,0.0,0.23016999999999999,0.09733000000000003,0.6697,0.14822000000000002,0.49888999999999994,0.39888,0.20450000000000002,0.38927,0.43394,0.38927,0.6697,0.54996,0.6697,0.38927,0.4648,0.45133999999999996,0.46486000000000005,0.43394,0.46494,0.34392999999999996,0.49271,0.57377,0.48404,0.3843,0.05727000000000004,0.35065,0.57377,0.65385,0.14756999999999998,0.14756999999999998,0.48412999999999995,0.46486000000000005,0.45602,0.44881000000000004,0.56406,0.23006000000000004,0.4648,0.54996,0.57382,0.23006000000000004,0.46486000000000005,0.09733000000000003,0.5301400000000001,0.48404,0.5300400000000001,0.43394,0.57377,0.14756999999999998,0.3843,0.6697,0.46487999999999996,0.5300400000000001,0.23006000000000004,0.23006000000000004,0.6697,0.3843,0.39888,0.46494,0.55635,0.54512,0.48404,0.46486000000000005
TRBV7-2*03,0.0,0.0,0.72618,0.39481999999999995,0.67093,0.12919999999999998,0.0,0.72618,0.0,0.47529,0.6031500000000001,0.67093,0.44038,0.55202,0.26288999999999996,0.12919999999999998,0.39481999999999995,0.0,0.37509000000000003,0.72618,0.47523000000000004,0.38473,0.33136,0.7425999999999999,0.44992,0.33529,0.38473,0.33136,0.38473,0.48801000000000005,0.0,0.47523000000000004,0.42752,0.72618,0.1854,0.33896000000000004,0.41524000000000005,0.33896000000000004,0.7425999999999999,0.7425999999999999,0.26288999999999996,0.72616,0.4648,0.0,0.44038,0.33529,0.49646,0.67093,0.6031500000000001,0.39481999999999995,0.0,0.33529,0.0,0.72618,0.0,0.33529,0.39481999999999995,0.38473,0.67093,0.60446,0.33529,0.40206,0.0,0.12919999999999998,0.57423,0.4648,0.47529,0.48801000000000005,0.67093,0.49646,0.40206,0.31145,0.47280999999999995,0.26288999999999996,0.39481999999999995,0.26288999999999996,0.67093,0.41522000000000003,0.67093,0.26288999999999996,0.0,0.33896000000000004,0.0,0.39481999999999995,0.0,0.6031500000000001,0.42752,0.72618,0.38473,0.33529,0.42512000000000005,0.37509000000000003,0.72618,0.7425999999999999,0.44038,0.44038,0.38463,0.0,0.27195,0.12919999999999998,0.1854,0.47523000000000004,0.0,0.41522000000000003,0.72616,0.47523000000000004,0.0,0.48801000000000005,0.35946,0.38473,0.35953,0.39481999999999995,0.72618,0.44038,0.33529,0.67093,0.0,0.35953,0.47523000000000004,0.47523000000000004,0.67093,0.33529,0.31145,0.0,0.4051,0.60446,0.38473,0.0
TRBV6-6*01,0.44038,0.44047000000000003,0.72418,0.41169999999999995,0.71977,0.43213,0.44044000000000005,0.72418,0.44047000000000003,0.21096000000000004,0.34704999999999997,0.71977,0.0,0.22626000000000002,0.40381999999999996,0.43213,0.41169999999999995,0.44044000000000005,0.39383,0.72418,0.21097999999999995,0.51274,0.47787999999999997,0.70476,0.11687999999999998,0.40401,0.51274,0.47787999999999997,0.51274,0.11570000000000003,0.44044000000000005,0.21097999999999995,0.45462,0.72418,0.48541,0.43818999999999997,0.47675999999999996,0.43818999999999997,0.70476,0.70476,0.40381999999999996,0.72403,0.14756999999999998,0.44038,0.0,0.40401,0.121,0.71977,0.34704999999999997,0.41169999999999995,0.44047000000000003,0.40401,0.44044000000000005,0.72418,0.44025000000000003,0.40401,0.41169999999999995,0.51274,0.71977,0.56413,0.40401,0.44458,0.44044000000000005,0.43213,0.26317999999999997,0.14756999999999998,0.21096000000000004,0.11570000000000003,0.71977,0.121,0.44458,0.40408,0.17332999999999998,0.40381999999999996,0.41169999999999995,0.40381999999999996,0.71977,0.47685,0.71977,0.40381999999999996,0.44038,0.43818999999999997,0.44044000000000005,0.41169999999999995,0.44049000000000005,0.34704999999999997,0.45462,0.72418,0.51274,0.40401,0.13605999999999996,0.39383,0.72418,0.70476,0.0,0.0,0.51283,0.44044000000000005,0.45675,0.43213,0.48541,0.21097999999999995,0.44038,0.47685,0.72403,0.21097999999999995,0.44044000000000005,0.11570000000000003,0.5224,0.51274,0.52235,0.41169999999999995,0.72418,0.0,0.40401,0.71977,0.44047000000000003,0.52235,0.21097999999999995,0.21097999999999995,0.71977,0.40401,0.40408,0.44049000000000005,0.48324,0.56413,0.51274,0.44044000000000005
TRBV11-3*04,0.33529,0.33541,0.56794,0.18999,0.6886300000000001,0.24041999999999997,0.33543999999999996,0.56794,0.33541,0.38734,0.4869,0.6886300000000001,0.40401,0.45448999999999995,0.10489000000000004,0.24041999999999997,0.18999,0.33543999999999996,0.24658000000000002,0.56794,0.38734,0.43783000000000005,0.48201000000000005,0.6541399999999999,0.43584,0.0,0.43783000000000005,0.48201000000000005,0.43783000000000005,0.37664,0.33543999999999996,0.38734,0.40795000000000003,0.56794,0.37659,0.28130999999999995,0.52947,0.28130999999999995,0.6541399999999999,0.6541399999999999,0.10489000000000004,0.5680000000000001,0.3843,0.33529,0.40401,0.0,0.36624,0.6886300000000001,0.4869,0.18999,0.33541,0.0,0.33543999999999996,0.56794,0.33551,0.0,0.18999,0.43783000000000005,0.6886300000000001,0.51198,0.0,0.44967,0.33543999999999996,0.24041999999999997,0.45297,0.3843,0.38734,0.37664,0.6886300000000001,0.36624,0.44967,0.07723999999999998,0.38071,0.10489000000000004,0.18999,0.10489000000000004,0.6886300000000001,0.52956,0.6886300000000001,0.10489000000000004,0.33529,0.28130999999999995,0.33543999999999996,0.18999,0.33542000000000005,0.4869,0.40795000000000003,0.56794,0.43783000000000005,0.0,0.41174999999999995,0.24658000000000002,0.56794,0.6541399999999999,0.40401,0.40401,0.43765,0.33543999999999996,0.40759,0.24041999999999997,0.37659,0.38734,0.33529,0.52956,0.5680000000000001,0.38734,0.33543999999999996,0.37664,0.45199,0.43783000000000005,0.45201,0.18999,0.56794,0.40401,0.0,0.6886300000000001,0.33541,0.45201,0.38734,0.38734,0.6886300000000001,0.0,0.07723999999999998,0.33542000000000005,0.43217000000000005,0.51198,0.43783000000000005,0.33543999999999996
